time,humid,pres,temp
2024/05/10 03:48:16,58.82795715,100739.375,41.62213135
2024/05/10 03:49:16,59.36500549,100748.7422,40.49424744
2024/05/10 03:50:16,58.95824432,100738.4531,41.4071312
2024/05/10 03:51:16,58.77393341,100743.2578,40.9104538
2024/05/10 03:52:18,59.42855835,100747.1797,41.32148743
2024/05/10 03:53:17,59.33004761,100748.1406,40.34889984
2024/05/10 03:54:17,59.94336319,100751.3438,39.77252579
2024/05/10 03:55:17,61.37972641,100749.8984,39.77230835
2024/05/10 03:56:17,60.79501343,100744.6406,40.13847351
2024/05/10 03:57:17,60.9030571,100743.5313,40.23334503
2024/05/10 03:58:18,61.53226089,100749.1719,39.49683762
2024/05/10 03:59:18,61.96443939,100746.8906,39.6471405
2024/05/10 04:00:18,62.07884216,100745.5781,40.22381592
2024/05/10 04:01:18,59.75587463,100738.2813,41.21657181
2024/05/10 04:02:18,60.37236786,100743.75,40.81019211
2024/05/10 04:03:18,60.39143372,100748.3281,40.00808716
2024/05/10 04:04:19,60.13720703,100741.2813,41.03088379
2024/05/10 04:05:19,60.78865814,100747.9531,40.05312729
2024/05/10 04:06:19,61.217659,100751.9063,39.90773773
2024/05/10 04:07:19,61.80237579,100752.5,39.4467926
2024/05/10 04:08:19,61.60217285,100750.6875,40.60980988
2024/05/10 04:09:19,59.54931641,100746.9453,41.1307106
2024/05/10 04:10:19,60.46134186,100752.6094,40.05808258
2024/05/10 04:11:19,61.03652191,100753.5547,39.84778595
2024/05/10 04:12:20,61.75470734,100756.2188,39.41149139
2024/05/10 04:13:20,62.11061859,100755.625,39.47174835
2024/05/10 04:14:20,62.06930542,100761.2891,39.5220108
2024/05/10 04:15:20,62.41250992,100758.5313,39.26127625
2024/05/10 04:16:22,62.94319916,100762.375,39.09101868
2024/05/10 04:17:17,63.20695877,100757.1406,39.34632111
2024/05/10 04:18:18,63.0258255,100756.75,39.24123383
2024/05/10 04:19:18,63.22284698,100762.2422,39.24114609
2024/05/10 04:20:18,61.94219589,100754.9844,40.66989136
2024/05/10 04:21:18,60.85856628,100758.1172,40.42920303
2024/05/10 04:22:18,59.64782715,100756.9453,41.35165787
2024/05/10 04:23:19,60.21665192,100762.2344,40.37390137
2024/05/10 04:24:19,60.1054306,100752.5469,41.23114014
2024/05/10 04:25:19,59.79400635,100754.6016,41.44674301
2024/05/10 04:26:19,60.1785202,100756.6797,40.40877533
2024/05/10 04:27:20,61.19223785,100760.625,39.85261154
2024/05/10 04:28:21,60.28656387,100753.0313,41.08096695
2024/05/10 04:29:18,60.17534256,100753.1719,40.40903473
2024/05/10 04:30:18,60.10225296,100757.625,40.43903351
2024/05/10 04:31:18,60.36283112,100758.4531,40.43898773
2024/05/10 04:32:18,59.84484863,100760.9531,39.89782715
2024/05/10 04:33:18,60.48994446,100751.7344,40.94032288
2024/05/10 04:34:18,60.56938934,100756.1953,40.44903183
2024/05/10 04:35:19,61.19223785,100757.4141,40.04786682
2024/05/10 04:36:20,61.57675171,100759.9844,39.73731232
2024/05/10 04:37:20,62.12651062,100759.6563,39.60696411
2024/05/10 04:38:20,62.7334671,100756.0313,39.57691956
2024/05/10 04:39:20,62.15193176,100760.3047,39.81252289
2024/05/10 04:40:22,62.37755585,100760.8672,39.92286682
2024/05/10 04:41:17,62.8510437,100764.5156,39.75218201
2024/05/10 04:42:17,62.7048645,100764.6719,40.21817017
2024/05/10 04:43:17,62.48242188,100767,39.86278534
2024/05/10 04:44:17,62.17735291,100760.5078,40.93545151
2024/05/10 04:45:17,60.40732193,100762.6641,41.15122604
2024/05/10 04:46:17,61.50683594,100765.2813,40.26381683
2024/05/10 04:47:18,61.98986053,100769.8828,39.75756836
2024/05/10 04:48:18,62.98133469,100772.4375,39.53200912
2024/05/10 04:49:18,63.21013641,100772.7031,39.82226563
2024/05/10 04:50:18,63.38173676,100770.1328,40.29903412
2024/05/10 04:51:18,62.60317993,100769.7813,40.67472076
2024/05/10 04:52:18,62.18053055,100769.7969,40.78501892
2024/05/10 04:53:18,61.68479538,100767.5234,40.63441849
2024/05/10 04:54:19,61.68161774,100768.4844,41.21109772
2024/05/10 04:55:19,61.50366211,100769.4219,40.27373123
2024/05/10 04:56:19,61.11279297,100766.75,41.38131332
2024/05/10 04:57:19,60.06729889,100767.0625,41.98734665
2024/05/10 04:58:19,58.6627121,100769.375,42.40341949
2024/05/10 04:59:19,57.76021576,100769.5625,43.10005951
2024/05/10 05:00:20,57.25177002,100766.5859,43.04984283
2024/05/10 05:01:20,56.88950348,100775.7656,43.47595978
2024/05/10 05:02:22,55.90438461,100769.9063,43.61621857
2024/05/10 05:03:17,55.63109589,100768.5469,43.69630432
2024/05/10 05:04:17,55.95523071,100776.75,43.33531189
2024/05/10 05:05:17,56.08551788,100775.3516,43.78647614
2024/05/10 05:06:17,55.24975586,100777.2969,43.61100388
2024/05/10 05:07:17,55.55800629,100781.0469,43.39544678
2024/05/10 05:08:18,55.43724823,100786.2813,43.63126373
2024/05/10 05:09:18,55.17984772,100778.9141,43.89182281
2024/05/10 05:10:19,55.16395569,100785.8125,43.66609192
2024/05/10 05:11:19,55.20526886,100783.7656,43.61613464
2024/05/10 05:12:19,55.4277153,100787.7656,43.4154892
2024/05/10 05:13:19,55.27518082,100783.3906,43.79656219
2024/05/10 05:14:19,54.76037598,100786.9844,43.98207855
2024/05/10 05:15:19,55.02731323,100786.5625,43.60126114
2024/05/10 05:16:19,54.49026489,100785.6875,44.18246841
2024/05/10 05:17:20,54.29006195,100784.7188,43.96686554
2024/05/10 05:18:20,54.45213318,100782.4531,43.87673569
2024/05/10 05:19:20,54.59831238,100790.8359,43.74660492
2024/05/10 05:20:20,54.85571289,100791.0781,43.57104492
2024/05/10 05:21:21,54.49980164,100782.5781,43.94195175
2024/05/10 05:22:21,54.62055588,100781.9375,43.7011795
2024/05/10 05:23:21,54.76673126,100780.7109,43.72151947
2024/05/10 05:24:21,54.44895172,100783.7344,44.25750732
2024/05/10 05:25:21,54.15024185,100786.4141,44.02190781
2024/05/10 05:26:22,54.11846161,100785.8672,44.0320816
2024/05/10 05:27:16,53.98181915,100789.3984,44.4029007
2024/05/10 05:28:17,54.01359558,100787.7031,44.04220963
2024/05/10 05:29:17,53.98817444,100792.6641,44.12220764
2024/05/10 05:30:17,54.34091187,100792.75,43.63608932
2024/05/10 05:31:17,54.53157806,100797.0781,43.74143219
2024/05/10 05:32:17,54.96057892,100800.4375,43.46070099
2024/05/10 05:33:18,54.63962173,100797.5938,43.70134735
2024/05/10 05:34:18,54.26782227,100797.5313,44.10229492
2024/05/10 05:35:18,54.19790649,100794.1875,43.8617363
2024/05/10 05:36:18,54.40764236,100797.4219,43.75639343
2024/05/10 05:37:18,54.58560181,100799.4531,43.6262207
2024/05/10 05:38:19,54.39493179,100801.7656,43.8317337
2024/05/10 05:39:19,54.29006195,100804.9844,44.11195374
2024/05/10 05:40:19,54.08350754,100799.1172,43.96195221
2024/05/10 05:41:19,53.84199524,100799.5469,44.17733765
2024/05/10 05:42:19,54.13117218,100803.4844,43.91669464
2024/05/10 05:43:19,54.10257721,100806.2109,44.21733856
2024/05/10 05:44:19,54.17566299,100813.0234,43.64122009
2024/05/10 05:45:20,54.30595398,100814.1875,43.77639008
2024/05/10 05:46:20,54.19155121,100816.4063,44.1121254
2024/05/10 05:47:20,53.94050598,100813.6406,44.13182068
2024/05/10 05:48:21,53.85788345,100814.8438,43.97186279
2024/05/10 05:49:20,54.32501984,100818.4688,43.73152161
2024/05/10 05:50:20,54.12164307,100821.1328,44.18242645
2024/05/10 05:51:21,53.81974792,100819.5625,44.15242767
2024/05/10 05:52:21,53.64497375,100820.7344,43.99733734
2024/05/10 05:53:21,53.99452972,100821.8125,44.10699463
2024/05/10 05:54:21,53.90555191,100821.7109,43.71617889
2024/05/10 05:55:21,54.23604202,100819.6719,43.82656097
2024/05/10 05:56:21,54.02630615,100818.3438,44.07725525
2024/05/10 05:57:24,54.0358429,100822.4688,43.72652054
2024/05/10 05:58:19,54.01677322,100814.8438,43.95178223
2024/05/10 05:59:19,54.32819748,100820.8828,43.46074677
2024/05/10 06:00:21,54.44577789,100821.4531,43.78656006
2024/05/10 06:01:20,54.07397461,100820.6719,43.98195267
2024/05/10 06:02:21,54.26782227,100827.3906,43.55596161
2024/05/10 06:03:21,54.45848846,100826.3906,43.81669235
2024/05/10 06:04:21,54.28688812,100826.9531,43.9770813
2024/05/10 06:05:21,54.10257721,100825.7969,43.92195129
2024/05/10 06:06:21,54.28370667,100825.0313,43.78656006
2024/05/10 06:07:23,54.08668518,100824.8594,43.81160736
2024/05/10 06:08:18,53.84517288,100821.4063,44.04729462
2024/05/10 06:09:18,54.07079697,100823.3281,43.86673737
2024/05/10 06:10:19,54.39810944,100826.1406,43.75647736
2024/05/10 06:11:19,54.36950684,100823.9375,44.05686188
2024/05/10 06:12:19,54.57924652,100822.2969,43.91156006
2024/05/10 06:13:19,54.27417755,100825.2734,43.94665146
2024/05/10 06:14:19,54.06126404,100823.0938,44.17255402
2024/05/10 06:15:19,54.17248535,100827.3672,43.71643448
2024/05/10 06:16:20,54.56017685,100827.375,43.83665085
2024/05/10 06:17:20,54.38222122,100827.9219,43.9018631
2024/05/10 06:18:20,54.47755432,100828.9844,43.65626144
2024/05/10 06:19:21,54.50615692,100827.5391,43.72639465
2024/05/10 06:20:21,54.38539886,100831.0313,43.86677933
2024/05/10 06:21:21,54.59831238,100826.9844,43.73643494
2024/05/10 06:22:21,54.65233231,100830.3438,43.70647812
2024/05/10 06:23:21,54.45213318,100826.625,44.00195313
2024/05/10 06:24:23,54.31866455,100830.3125,43.93695068
2024/05/10 06:25:17,54.1089325,100833.4063,43.91186523
2024/05/10 06:26:17,54.35679626,100833.0469,43.99160767
2024/05/10 06:27:18,54.41717529,100835.3125,43.98186493
2024/05/10 06:28:18,55.27835846,100835.1016,43.07087708
2024/05/10 06:29:18,55.36415863,100837.5313,43.01475525
2024/05/10 06:30:18,55.4054718,100835.2969,43.45553207
2024/05/10 06:31:18,55.34191513,100836.3438,43.66617584
2024/05/10 06:32:18,54.76355743,100836.6484,43.59147644
2024/05/10 06:33:18,54.97328949,100839.9844,43.47108841
2024/05/10 06:34:18,55.51669312,100844.1797,43.16492844
2024/05/10 06:35:19,55.50716019,100837.0547,43.47548676
2024/05/10 06:36:19,55.39593506,100843.0781,43.50579071
2024/05/10 06:37:19,54.95422363,100842.9688,43.64113235
2024/05/10 06:38:21,55.00189209,100845.8281,43.77113342
2024/05/10 06:39:20,54.97328949,100846.125,43.70643616
2024/05/10 06:40:21,54.79851151,100845.0078,43.936306
2024/05/10 06:41:21,54.43942261,100848.7188,44.00695038
2024/05/10 06:42:21,54.43624115,100848.6172,44.00143433
2024/05/10 06:43:21,54.64915466,100850,43.75630569
2024/05/10 06:44:22,54.8716011,100850.1406,43.5810051
2024/05/10 06:45:22,55.13217926,100850.0078,43.47570419
2024/05/10 06:46:22,55.04955673,100853.8672,43.44578552
2024/05/10 06:47:22,54.98918152,100853.2344,43.78117752
2024/05/10 06:48:22,55.00824738,100855.5313,43.83160782
2024/05/10 06:49:23,55.19573593,100859.875,43.24980164
2024/05/10 06:50:18,55.57707214,100854.0156,43.35010147
2024/05/10 06:51:19,55.30696106,100856.0469,43.8013916
2024/05/10 06:52:19,55.02095795,100859.4063,43.50595856
2024/05/10 06:53:22,55.23387146,100861.7031,43.38578796
2024/05/10 06:54:22,55.36733627,100860.8906,43.43492889
2024/05/10 06:55:22,55.18938065,100864.8906,44.0070343
2024/05/10 06:56:18,54.61102295,100863.4453,43.85665131
2024/05/10 06:57:18,54.71906662,100866.0313,43.801651
2024/05/10 06:58:18,54.66504669,100867.5625,43.72130585
2024/05/10 06:59:18,54.84617615,100869.3125,43.7011795
2024/05/10 07:00:18,55.13853455,100870.5391,43.64104462
2024/05/10 07:01:18,55.01460266,100869.5156,43.69626236
2024/05/10 07:02:18,54.98600006,100874.2422,43.75639343
2024/05/10 07:03:18,55.00824738,100873.9844,43.65147781
2024/05/10 07:04:19,54.9955368,100874.2031,43.78647614
2024/05/10 07:05:19,55.01460266,100876.0859,43.57600403
2024/05/10 07:06:19,54.61419678,100876.2031,43.83665085
2024/05/10 07:07:19,54.81122208,100877.9063,43.876091
2024/05/10 07:08:19,54.58242035,100879.3594,43.95652008
2024/05/10 07:09:19,54.79533386,100877.8984,43.88092041
2024/05/10 07:10:20,55.58978271,100882.5781,43.51535797
2024/05/10 07:11:20,55.65333939,100878.9531,43.38492966
2024/05/10 07:12:20,55.29742432,100880.2969,43.80096054
2024/05/10 07:13:23,54.95740128,100879.1016,43.60617828
2024/05/10 07:14:18,54.73813629,100881.7813,43.87673569
2024/05/10 07:15:18,54.72224426,100882.7109,43.81626129
2024/05/10 07:16:18,54.44895172,100888.7188,43.93652344
2024/05/10 07:17:18,54.40764236,100885.8125,43.8516922
2024/05/10 07:18:18,54.56335449,100882.8906,43.8713913
2024/05/10 07:19:19,54.33773041,100882.0313,44.02708054
2024/05/10 07:20:19,54.36315155,100882.4531,43.94169235
2024/05/10 07:21:19,54.56970978,100884,43.96652222
2024/05/10 07:22:19,54.12481689,100881.4844,44.02169037
2024/05/10 07:23:19,53.9786377,100879.7344,43.96699524
2024/05/10 07:24:19,54.40446472,100876.9688,43.89165115
2024/05/10 07:25:19,54.47119904,100878.125,43.75626373
2024/05/10 07:26:20,54.61737823,100877.1406,43.78117752
2024/05/10 07:27:20,54.86524582,100879.25,43.81682205
2024/05/10 07:28:20,54.74131012,100879.5234,43.78643417
2024/05/10 07:29:21,54.44259644,100880.4063,43.74134827
2024/05/10 07:30:21,54.90338135,100886.4375,43.77160645
2024/05/10 07:31:21,55.30060577,100887.2109,42.75415421
2024/05/10 07:32:21,56.06962967,100891.2969,43.23540497
2024/05/10 07:33:21,55.97747421,100889.1563,43.27540207
2024/05/10 07:34:21,55.59931564,100890.9219,43.25518799
2024/05/10 07:35:21,55.51987076,100891.8594,43.7010498
2024/05/10 07:36:22,55.16395569,100893.3906,43.89626312
2024/05/10 07:37:22,55.08133698,100889.2031,43.57078552
2024/05/10 07:38:23,55.0400238,100890.1172,43.9119072
2024/05/10 07:39:22,55.64380646,100895.7656,42.88428497
2024/05/10 07:40:22,55.65969467,100896.4063,43.2204895
2024/05/10 07:41:23,55.65333939,100896.5313,43.61135101
2024/05/10 07:42:24,55.36733627,100898.6563,43.88695145
2024/05/10 07:43:19,55.33555984,100900.2656,43.76652145
2024/05/10 07:44:19,55.2148056,100903.8516,43.37561798
2024/05/10 07:45:19,55.22751617,100897.4375,43.87173462
2024/05/10 07:46:19,55.17349243,100897.3906,43.80625916
2024/05/10 07:47:19,55.13853455,100898.8906,43.7265625
2024/05/10 07:48:20,55.43724823,100899.4531,43.49040222
2024/05/10 07:49:20,55.34191513,100900.2734,43.52600479
2024/05/10 07:50:23,55.68511581,100895.375,43.62600708
2024/05/10 07:51:18,55.48809052,100895.9688,43.75665283
2024/05/10 07:52:18,55.75820541,100899.1172,43.44065857
2024/05/10 07:53:18,54.86524582,100901.5391,43.71643448
2024/05/10 07:54:18,55.66287231,100905.3516,43.35066223
2024/05/10 07:55:19,55.26247025,100906.7969,43.76104736
2024/05/10 07:56:19,54.71588898,100910.9063,43.56600571
2024/05/10 07:57:19,55.08769226,100909.1875,43.81652069
2024/05/10 07:58:19,54.87477875,100911.5,43.54608917
2024/05/10 07:59:19,55.03684616,100911.0703,43.7469101
2024/05/10 08:00:19,54.71588898,100912.1484,43.42074585
2024/05/10 08:01:19,55.03684616,100912.4531,43.70152283
2024/05/10 08:02:20,54.74766541,100912.2578,43.6762619
2024/05/10 08:03:20,54.85571289,100911.3359,43.38565826
2024/05/10 08:04:20,55.17984772,100910.8594,42.86953735
2024/05/10 08:05:20,55.22116089,100906.8281,43.54091644
2024/05/10 08:06:20,54.72542191,100912.0625,43.66139221
2024/05/10 08:07:21,54.77308655,100912.7969,43.71156311
2024/05/10 08:08:21,54.71906662,100910.6563,43.4199295
2024/05/10 08:09:21,54.42353058,100907.0938,43.84656525
2024/05/10 08:10:21,54.36633301,100909.7344,43.73152161
2024/05/10 08:11:21,54.22650909,100912.3594,43.76643372
2024/05/10 08:12:22,54.19155121,100908.9375,43.46583176
2024/05/10 08:13:22,54.17884064,100910.6172,43.88690948
2024/05/10 08:14:22,53.68310547,100908.375,43.74669266
2024/05/10 08:15:22,54.20744324,100909.875,43.60626221
2024/05/10 08:16:23,54.38222122,100910.3984,43.44587708
2024/05/10 08:17:23,54.17884064,100910.0938,43.74147797
2024/05/10 08:18:23,55.72006989,100910.4063,42.54325104
2024/05/10 08:19:23,55.54846954,100907.8594,42.31726074
2024/05/10 08:20:23,56.34927368,100905.5313,42.24768829
2024/05/10 08:21:19,55.86624908,100906.9219,42.85402679
2024/05/10 08:22:19,55.60249329,100908.1328,42.55368042
2024/05/10 08:23:19,54.90973663,100907.125,43.02484131
2024/05/10 08:24:19,55.12582397,100909.4688,43.3107872
2024/05/10 08:25:19,54.89066696,100909.3438,43.15005493
2024/05/10 08:26:19,55.05591583,100907.8359,42.92445374
2024/05/10 08:27:19,55.3323822,100908.7188,42.83411026
2024/05/10 08:28:20,55.48809052,100909.5,42.64889526
2024/05/10 08:29:20,55.24975586,100910.2031,42.84432602
2024/05/10 08:30:23,55.51987076,100909.2031,43.05010223
2024/05/10 08:31:23,55.44678116,100906.6797,42.32312012
2024/05/10 08:32:19,56.04738617,100911.5469,42.39333344
2024/05/10 08:33:19,55.68193817,100915.6563,42.6794548
2024/05/10 08:34:19,56.13954163,100915.6406,42.06290436
2024/05/10 08:35:19,55.92662811,100913.25,43.09514618
2024/05/10 08:36:19,55.96475983,100914.9297,42.64893723
2024/05/10 08:37:19,55.35144806,100915.4375,42.99996948
2024/05/10 08:38:20,55.24022675,100915.1875,43.20540237
2024/05/10 08:39:20,55.05591583,100921.2813,43.45553207
2024/05/10 08:40:20,55.38957977,100915.1563,43.28570557
2024/05/10 08:41:20,55.47220612,100916.5313,43.10010147
2024/05/10 08:42:20,55.99018478,100916.7031,42.42855072
2024/05/10 08:43:20,55.65651703,100914.5859,43.01483917
2024/05/10 08:44:21,56.10458374,100922.9531,42.79428101
2024/05/10 08:45:21,55.70100403,100918.4531,43.02975464
2024/05/10 08:46:21,55.70100403,100922.1719,43.01992798
2024/05/10 08:47:21,55.52622604,100920.5,43.24536133
2024/05/10 08:48:21,55.4054718,100919.5781,42.87467194
2024/05/10 08:49:22,56.31114197,100919,43.08514404
2024/05/10 08:50:22,55.73278427,100923.0469,43.10018539
2024/05/10 08:51:25,55.82493973,100921.5,43.24544525
2024/05/10 08:52:22,55.58660507,100916.5313,43.35087585
2024/05/10 08:53:22,55.0845108,100924.2891,43.64152145
2024/05/10 08:54:22,55.57071686,100919.3047,43.64621735
2024/05/10 08:55:23,55.41500473,100928.1719,43.2804451
2024/05/10 08:56:23,55.44360352,100924.6953,43.63208008
2024/05/10 08:57:23,55.23069,100927.8438,43.58639145
2024/05/10 08:58:23,55.48491669,100933.3281,43.9023819
2024/05/10 08:59:23,55.14488983,100935.5469,43.90229797
2024/05/10 09:00:23,55.36415863,100933.7344,43.75199509
2024/05/10 09:01:23,55.61520386,100935.6719,43.68682098
2024/05/10 09:02:23,56.69565582,100936.2969,42.14816284
2024/05/10 09:03:24,57.82695007,100935.3125,42.48825073
2024/05/10 09:04:19,58.23052979,100940.6406,41.7865715
2024/05/10 09:05:19,59.38089371,100942.5938,40.88519287
2024/05/10 09:06:19,58.53242111,100945.4063,41.50178528
2024/05/10 09:07:19,58.86291504,100944.9375,41.38635635
2024/05/10 09:08:19,57.97312927,100942.2656,42.97492981
2024/05/10 09:09:20,56.90221405,100938.2031,42.709198
2024/05/10 09:10:22,56.68294525,100943.4844,42.62919617
2024/05/10 09:11:22,58.13837433,100945.0781,41.73191452
2024/05/10 09:12:22,59.22200394,100944.9922,41.77713013
2024/05/10 09:13:23,58.32904053,100940.6406,42.70928192
2024/05/10 09:14:23,58.69448853,100938.4844,42.22303391
2024/05/10 09:15:23,58.34493256,100940.3359,42.39868164
2024/05/10 09:16:23,57.50917053,100934.4375,43.33553314
2024/05/10 09:17:23,56.43507385,100934.2813,43.53596115
2024/05/10 09:18:23,56.41283417,100937.1641,43.6014328
2024/05/10 09:19:24,56.95305634,100935.7969,43.08023071
2024/05/10 09:20:24,56.90221405,100936.8906,43.55130768
2024/05/10 09:21:24,56.49545288,100937.0313,43.48096085
2024/05/10 09:22:19,56.63527679,100936.9844,43.21523285
2024/05/10 09:23:20,58.22099686,100936.6406,42.12264633
2024/05/10 09:24:20,58.53242111,100936.0313,42.19829178
2024/05/10 09:25:20,57.99537659,100935.1484,42.6892395
2024/05/10 09:26:20,57.49328232,100936.8281,43.49621964
2024/05/10 09:27:21,57.04839325,100935.5234,42.7592392
2024/05/10 09:28:21,58.201931,100934.0313,42.12307739
2024/05/10 09:29:21,58.30680084,100931.5313,42.90988541
2024/05/10 09:30:21,58.13837433,100933.5859,42.60885239
2024/05/10 09:31:21,57.75068665,100934.6094,43.49095917
2024/05/10 09:32:22,57.56954956,100935.1406,43.26078796
2024/05/10 09:33:22,57.04521179,100932.6563,43.42591858
2024/05/10 09:34:22,56.80052185,100928.75,43.7169075
2024/05/10 09:35:22,56.54629898,100931.7656,43.33596039
2024/05/10 09:36:22,56.99754715,100929.7344,43.28591919
2024/05/10 09:37:22,58.08753204,100932.6719,42.21308136
2024/05/10 09:38:22,57.67441559,100931.6406,42.9248848
2024/05/10 09:39:23,58.25913239,100932.0938,42.18782043
2024/05/10 09:40:23,57.99537659,100930.3438,43.02022934
2024/05/10 09:41:23,56.95305634,100931.9688,43.7768631
2024/05/10 09:42:23,57.26765823,100932.5313,43.12023163
2024/05/10 09:43:25,56.67023468,100930.0391,43.05992889
2024/05/10 09:44:21,56.76874542,100929.6719,43.19044495
2024/05/10 09:45:22,56.21898651,100928.4063,43.89729309
2024/05/10 09:46:22,56.30160904,100929.6406,43.69173431
2024/05/10 09:47:23,55.91709518,100924.2344,43.47634888
2024/05/10 09:48:23,56.13318634,100924.8672,43.32574463
2024/05/10 09:49:24,56.44143295,100924.1563,43.29510117
2024/05/10 09:50:24,56.39694214,100921.9297,43.757164
2024/05/10 09:51:24,56.26665497,100927.8984,43.31121826
2024/05/10 09:52:24,55.92345047,100929.9063,43.32626343
2024/05/10 09:53:24,56.27618408,100928.7813,43.36682129
2024/05/10 09:54:19,56.79734421,100933.0469,42.759758
2024/05/10 09:55:19,56.97212219,100933.5156,42.88471222
2024/05/10 09:56:19,57.03250122,100928.5469,42.85988617
2024/05/10 09:57:20,57.3598175,100933.7969,42.32842255
2024/05/10 09:58:20,57.59179688,100932.3203,43.12070465
2024/05/10 09:59:20,56.21898651,100931.4063,43.57682037
2024/05/10 10:00:21,56.2253418,100932.1406,43.44182205
2024/05/10 10:01:21,56.07280731,100929.8906,43.27126312
2024/05/10 10:02:21,56.02513885,100927.3359,43.24113464
2024/05/10 10:03:21,55.75502777,100929.9063,43.44690704
2024/05/10 10:04:21,56.63527679,100928.1719,42.54928207
2024/05/10 10:05:21,56.72107697,100923.2734,42.81510162
2024/05/10 10:06:22,57.45514679,100924.0313,42.4087677
2024/05/10 10:07:22,57.5949707,100921.4375,42.9656601
2024/05/10 10:08:22,57.01661301,100922.5547,42.57958221
2024/05/10 10:09:23,58.34493256,100924.25,42.09290695
2024/05/10 10:10:22,57.90957642,100924.7891,42.91570282
2024/05/10 10:11:22,56.88632202,100921.6484,43.08578873
2024/05/10 10:12:23,56.81005859,100920.1328,42.79001617
2024/05/10 10:13:23,57.32803726,100924.4219,42.5141983
2024/05/10 10:14:23,57.46150208,100927.6641,42.25325012
2024/05/10 10:15:24,57.28672791,100928.2969,43.06053162
2024/05/10 10:16:25,57.34392548,100923,42.63385391
2024/05/10 10:17:20,56.94034576,100918.6563,43.40139008
2024/05/10 10:18:20,56.94034576,100915.4688,43.01505661
2024/05/10 10:19:20,56.2984314,100918.4688,43.89759827
2024/05/10 10:20:20,56.36198807,100913.6797,43.59699249
2024/05/10 10:21:21,56.39694214,100911.0859,42.98010254
2024/05/10 10:22:22,56.43507385,100913.3594,43.4969101
2024/05/10 10:23:22,55.44042587,100913.6406,43.21626282
2024/05/10 10:24:23,55.59931564,100913.2813,43.30622101
2024/05/10 10:25:23,55.79951477,100909.1875,42.54428101
2024/05/10 10:26:24,56.18721008,100911.5,42.97070313
2024/05/10 10:27:24,56.4668541,100911.4219,43.12587738
2024/05/10 10:28:24,56.06962967,100911.1406,42.99497223
2024/05/10 10:29:25,56.33338928,100909.3438,43.59647751
2024/05/10 10:30:20,56.18721008,100907.4375,42.88971329
2024/05/10 10:31:20,56.99436951,100904.4063,42.69428253
